0.103714734	-0.0343233	-0.050482083	0.14838684	-0.023113018	-0.01985654	-0.10270202	-0.33038494	0.17341846	0.12446617	0.15115859	0.0061066286	0.020876566	-0.029401863	-0.013399714	0.10781446
0.17608958	0.4473545	-0.018014906	-0.05700948	-0.02738819	-0.0093319565	-0.0057435897	-0.4874341	0.38809705	0.3036972	0.19966404	0.43073556	-0.46684375	0.1688694	0.19445372	0.10267668
-0.10940583	-0.2131865	-0.033509634	0.06760255	0.038914755	-0.14827085	0.075382195	-0.45083684	-0.1834027	-0.07856156	0.08955254	-0.07202085	0.17918856	-0.06361156	-0.009547477	0.3228936
-0.08560833	-0.15697257	0.054514226	0.22942199	0.14242184	-0.123014055	0.08417393	-0.21229637	0.021027904	-0.15426283	-0.08060764	-0.2149092	0.19881631	-0.27465555	-0.09787113	0.02448416
0.22043526	-0.045112185	0.025206473	0.047093265	-0.21167886	0.12393051	-0.3105087	-0.013761593	0.041960858	0.1809105	0.054819465	-0.2491917	0.085125454	0.019273221	-0.05677003	-0.046331666
-0.44426042	-0.52463305	0.102462135	0.23860966	0.31611767	-0.45425752	0.2514511	-0.50744915	-0.5975829	-0.40033332	-0.076635495	-0.180677	0.49999958	-0.3306726	-0.20979264	0.57785666
0.0021508818	0.02864623	0.0036069718	0.19615254	0.0012890991	-0.1162558	0.022722796	-0.25617364	0.18847969	-0.01207426	0.018128892	0.023864398	-0.09263418	-0.06898256	0.03373483	0.08255032
0.07742177	-0.07909055	-0.16953917	-0.1401249	-0.07920334	-0.0042157816	0.005636327	-0.1617377	-0.035260458	0.08195952	0.28413	0.08671718	0.035917744	0.084682845	0.1980564	0.23293577
-0.2027304	-0.6812671	-0.11552324	-0.02937142	-0.109865956	-0.17537364	-0.2641336	0.18575917	-0.6718039	-0.38828674	0.17240278	-0.44652823	0.5758562	-0.18907914	-0.20089786	0.35951295
-0.3028235	-0.15321398	-0.12406548	0.20318018	0.26489392	-0.3049997	0.31075513	-0.42496055	-0.020712683	-0.25641522	0.09362995	0.1490258	0.093218066	-0.08960193	0.04389137	0.37919676
